District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date,qn_per_acre
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,6900,6900,20-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,6900,6900,21-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,6900,6900,22-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,6900,6900,23-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,6975,6900,23-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,7000,6900,30-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,7020,6850,06-12-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,7020,6850,08-12-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,7020,6850,11-12-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,7025,7000,01-12-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,7025,7000,02-12-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,7200,7100,28-03-2024,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,7200,7100,30-03-2024,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6700,7450,7300,11-03-2024,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6750,6950,6950,13-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,6950,6900,04-12-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7000,7000,12-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7020,7000,28-11-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7025,6950,25-11-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7025,7000,24-11-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7025,7000,29-11-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7050,6950,22-11-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7050,7000,10-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7050,7000,23-11-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7100,7000,01-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7100,7000,02-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7100,7000,03-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7100,7000,31-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7500,7350,16-03-2024,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7600,7450,12-03-2024,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7600,7450,13-03-2024,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6800,7600,7450,14-03-2024,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6825,7020,7020,23-12-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6900,7000,7000,04-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6900,7050,7000,21-11-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6900,7150,7050,21-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,6950,7050,7000,20-11-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7000,7200,7100,11-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7000,7200,7150,12-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7000,7250,7150,16-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7000,7700,7500,18-11-2021,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7000,7800,7700,20-11-2021,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7000,9900,9800,11-03-2022,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7001,7150,7100,08-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7001,7150,7100,09-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7001,7200,7100,05-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7001,7200,7150,07-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7020,7020,7020,26-12-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7025,7150,7100,22-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7050,7250,7200,06-06-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7050,7300,7200,13-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7050,7521,7251,04-11-2024,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7100,7350,7300,20-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7100,7400,7250,16-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7100,7400,7300,14-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7100,7400,7300,15-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7100,7400,7300,18-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7200,7400,7300,12-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7200,7400,7300,13-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7200,7400,7300,15-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7200,7400,7300,18-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7200,7400,7300,19-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7200,7400,7350,27-12-2022,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7200,7450,7350,11-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7200,7500,7400,26-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7200,7500,7450,10-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7200,7600,7500,09-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7201,7350,7300,14-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7221,7471,7421,03-01-2025,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7250,7250,7250,19-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7250,7500,7400,05-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7300,7300,21-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7300,7300,22-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7400,7400,07-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7500,7400,01-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7500,7400,08-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7525,7450,25-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7525,7450,27-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7550,7450,24-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7550,7450,28-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7575,7450,10-05-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7600,7500,06-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7600,7500,07-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7600,7500,12-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7600,7500,24-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7650,7550,02-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7650,7550,03-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7650,7550,04-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7300,7700,7500,31-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7350,8000,7700,28-10-2021,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7400,7500,7500,28-12-2022,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7400,7600,7500,20-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7400,7700,7700,08-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7400,7750,7700,01-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7400,7775,7600,25-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7400,7800,7600,03-12-2021,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7450,7600,7550,30-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7500,7500,02-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7500,7500,30-03-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7600,7550,22-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7600,7600,23-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7600,7600,26-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7600,7600,27-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7650,7600,20-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7700,7600,29-12-2022,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7700,7650,24-12-2022,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7700,7700,06-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7700,7700,27-01-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7720,7700,25-01-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7750,7650,04-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7750,7700,28-01-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7800,7600,21-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7800,7650,22-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7800,7700,07-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7800,7700,14-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7800,7700,18-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7800,7700,20-12-2022,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7800,7750,03-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7800,7750,04-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7800,7750,09-02-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7800,7750,24-01-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7900,7800,19-01-2022,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7900,7800,29-10-2021,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7900,7800,30-10-2021,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,7950,7800,22-11-2021,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,8000,7800,09-04-2023,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,8000,7800,17-11-2021,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,8000,7800,29-11-2021,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,8000,7800,30-11-2021,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,8100,7900,09-12-2022,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,8100,7900,10-12-2022,8.5
Adilabad,Bhainsa,Cotton,Cotton (Unginned),FAQ,7500,8200,7900,06-12-2022,8.5
